AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,LOCATION,Cross Street,LAT,LON
15,N Hollywood,1512,1,BURGLARY,34,F,H,12700    ARCHWOOD                     ST,,"341,924","-1,184,119"
15,N Hollywood,1544,1,BURGLARY,47,F,W,5000    LAUREL CANYON                BL,,"341,613","-1,184,008"
15,N Hollywood,1513,1,BURGLARY,67,M,O,6600    BELLAIRE                     AV,,"341,904","-118,409"
17,Devonshire,1749,1,BURGLARY,27,M,W,16200    DEVONSHIRE                   ST,,"34,261","-1,184,807"
18,Southeast,1838,1,BURGLARY,0,X,X,10700    WILMINGTON                   AV,,"339,389","-118,239"
16,Foothill,1669,1,BURGLARY,63,F,W,6400    FOOTHILL                     BL,,"342,436","-1,182,712"
17,Devonshire,1728,1,BURGLARY,59,F,W,18300    CHATSWORTH                   ST,,"342,707","-1,185,345"
18,Southeast,1827,1,BURGLARY,52,F,H,9500    ANZAC                        AV,,"339,506","-1,182,374"
15,N Hollywood,1529,1,BURGLARY,40,M,H,6000    CRANER                       AV,,"341,794","-1,183,692"
13,Newton,1317,1,BURGLARY,0,M,W,1400 E  18TH                         ST,,"340,227","-1,182,454"
21,Topanga,2136,1,BURGLARY,50,M,W,7400    TOPANGA CANYON               BL,,"342,047","-118,606"
18,Southeast,1842,1,BURGLARY,47,F,B,200 W  IMPERIAL                     HY,,"339,347","-1,182,761"
20,Olympic,2041,1,BURGLARY,0,X,X,4000 W  OLYMPIC                      BL,,"340,539","-1,183,207"
16,Foothill,1675,1,BURGLARY,43,M,W,8500    SUNLAND                      BL,,"342,309","-1,183,727"
19,Mission,1998,1,BURGLARY,37,F,W,8200    HAZELTINE                    AV,,"342,202","-118,44"
14,Pacific,1472,1,BURGLARY,0,X,X,8500    PERSHING                     DR,,"339,619","-1,184,455"
21,Topanga,2134,1,BURGLARY,63,F,W,22100    SHERMAN                      WY,,"34,201","-1,186,081"
14,Pacific,1424,1,BURGLARY,54,F,W,3100    GRANVILLE                    AV,,"340,201","-1,184,389"
17,Devonshire,1795,1,BURGLARY,90,M,W,17500    RAYMER                       ST,,"34,226","-1,185,157"
21,Topanga,2157,1,BURGLARY,50,M,W,6500    DE SOTO                      AV,,"341,901","-1,185,884"
20,Olympic,2056,1,BURGLARY,22,F,H,1000 S  CATALINA                     ST,,"340,516","-1,182,947"
20,Olympic,2039,1,BURGLARY,23,F,B,2800    SUNSET                       PL,,"340,608","-1,182,842"
14,Pacific,1463,1,BURGLARY,61,F,H,12600 W  JEFFERSON                    BL,,"339,782","-118,422"
14,Pacific,1433,1,BURGLARY,0,X,X,2200    LINCOLN                      BL,,"339,984","-1,184,527"
20,Olympic,2031,1,BURGLARY,0,X,X,3900    WILSHIRE                     BL,,"340,617","-1,183,115"
7,Wilshire,765,1,BURGLARY,47,M,B,5000 W  PICO                         BL,,"340,478","-1,183,459"
20,Olympic,2041,1,BURGLARY,78,M,A,900    3RD                          AV,,"340,559","-1,183,165"
21,Topanga,2101,1,BURGLARY,65,F,A,22100    GLEDHILL                     ST,,"342,413","-1,186,096"
17,Devonshire,1751,1,BURGLARY,0,X,X,21700    DEVONSHIRE                   ST,,"342,572","-1,186,017"
18,Southeast,1849,1,BURGLARY,35,F,H,2300 E  IMPERIAL                     HY,,"339,327","-1,182,351"
11,Northeast,1153,1,BURGLARY,44,M,W,2000 N  OXFORD                       ST,,"341,068","-1,183,082"
18,Southeast,1826,1,BURGLARY,36,F,B,9300    FIRTH                        BL,,"339,523","-1,182,476"
15,N Hollywood,1557,1,BURGLARY,38,M,W,10900    MORRISON                     ST,,"341,609","-1,183,681"
21,Topanga,2157,1,BURGLARY,50,M,W,20900    VANOWEN                      ST,,"341,938","-1,185,892"
21,Topanga,2158,1,BURGLARY,35,M,X,6100    DE SOTO                      AV,,"341,818","-1,185,904"
15,N Hollywood,1545,1,BURGLARY,0,M,O,12000    MAGNOLIA                     BL,,"341,649","-1,183,943"
18,Southeast,1841,1,BURGLARY,42,M,B,10900 S  VERMONT                      AV,,"339,369","-1,182,916"
20,Olympic,2019,1,BURGLARY,70,M,A,100 S  VIRGIL                       AV,,"340,735","-1,182,868"
14,Pacific,1431,1,BURGLARY,49,F,W,500    RIALTO                       AV,,"339,891","-1,184,674"
19,Mission,1921,1,BURGLARY,57,F,A,15800    LARKSPUR                     ST,,"343,037","-118,477"
12,77th Street,1251,1,BURGLARY,55,M,B,7500    CRENSHAW                     BL,,"339,718","-1,183,308"
21,Topanga,2185,1,BURGLARY,70,M,W,22200    VENTURA                      BL,,"341,688","-1,186,103"
14,Pacific,1466,1,BURGLARY,64,F,B,6700 S  SEPULVEDA                    BL,,"339,777","-118,394"
14,Pacific,1466,1,BURGLARY,32,M,H,6700 S  SEPULVEDA                    BL,,"339,777","-118,394"
14,Pacific,1441,1,BURGLARY,0,X,X,400    WASHINGTON                   BL,,"339,811","-1,184,635"
21,Topanga,2139,1,BURGLARY,36,M,B,20100    LEADWELL                     ST,,"342,035","-1,185,717"
12,77th Street,1203,1,BURGLARY,41,F,B,4400 S  WILTON                       PL,,"340,037","-1,183,149"
21,Topanga,2146,1,BURGLARY,35,M,X,7000    OWENSMOUTH                   AV,,"341,974","-1,186,015"
18,Southeast,1844,1,BURGLARY,55,M,B,11300    AVALON                       BL,,"33,932","-1,182,652"
12,77th Street,1256,1,BURGLARY,0,X,X,7400 S  VERMONT                      AV,,"339,727","-1,182,914"
15,N Hollywood,1517,1,BURGLARY,0,M,W,6800    VINELAND                     AV,,"341,937","-1,183,748"
20,Olympic,2076,1,BURGLARY,0,X,X,2500 W  PICO                         BL,,"340,473","-1,182,916"
19,Mission,1954,1,BURGLARY,0,X,X,10400 N  SEPULVEDA                    BL,,"342,591","-1,184,674"
17,Devonshire,1701,1,BURGLARY,0,M,O,20300 N  PASEO DEL CASTILLO,,"342,866","-1,185,754"
15,N Hollywood,1559,1,BURGLARY,60,M,O,4500    STROHM                       AV,,"341,591","-1,183,594"
21,Topanga,2143,1,BURGLARY,45,M,B,23100    CALVERT                      ST,,"341,812","-1,186,295"
15,N Hollywood,1538,1,BURGLARY,49,M,H,5700    CASE                         AV,,"34,174","-1,183,719"
17,Devonshire,1797,1,BURGLARY,50,M,B,9000    HAYVENHURST                  AV,,"342,339","-1,184,938"
15,N Hollywood,1513,1,BURGLARY,32,M,W,12500    RAYMER                       ST,,"34,202","-118,405"
15,N Hollywood,1566,1,BURGLARY,56,F,W,4400    VINELAND                     AV,,"341,505","-1,183,702"
12,77th Street,1231,1,BURGLARY,46,M,B,4200 W  64TH                         ST,,"339,852","-1,183,463"
21,Topanga,2134,1,BURGLARY,37,M,X,22300    SHERMAN                      WY,,"34,201","-1,186,129"
15,N Hollywood,1553,1,BURGLARY,40,M,H,11500 W  RIVERSIDE                    DR,,"341,577","-1,183,823"
20,Olympic,2027,1,BURGLARY,0,X,X,500 S  ALEXANDRIA                   AV,,"340,642","-1,182,979"
15,N Hollywood,1549,1,BURGLARY,49,F,H,5400    VINELAND                     AV,,"341,687","-1,183,703"
21,Topanga,2187,1,BURGLARY,61,F,W,5100    MEDINA                       RD,,"34,161","-1,186,005"
17,Devonshire,1751,1,BURGLARY,73,M,H,10200    BROOKE                       AV,,"342,559","-118,607"
5,Harbor,505,1,BURGLARY,0,X,X,1000 W  190TH                        ST,,"338,583","-1,182,925"
15,N Hollywood,1591,1,BURGLARY,38,F,O,12100    MAXWELLTON                   RD,,"341,406","-1,183,987"
16,Foothill,1619,1,BURGLARY,74,M,W,10700    LAS LUNITAS                  AV,,"342,628","-1,182,913"
16,Foothill,1698,1,BURGLARY,0,M,O,7600    SAN FERNANDO                 RD,,"34,209","-1,183,543"
14,Pacific,1406,1,BURGLARY,0,X,X,3700    MOTOR                        AV,,"34,024","-118,409"
13,Newton,1309,1,BURGLARY,0,X,X,1900 S  ALAMEDA                      ST,,"34,02","-1,182,395"
21,Topanga,2189,1,BURGLARY,23,M,X,20500 W  VENTURA                      BL,,"341,685","-1,185,777"
15,N Hollywood,1566,1,BURGLARY,35,M,H,4300 N  LANKERSHIM                   BL,,"341,497","-1,183,694"
21,Topanga,2177,1,BURGLARY,68,M,O,20500    RHODA                        ST,,"341,742","-1,185,821"
12,77th Street,1249,1,BURGLARY,0,X,X,7100 S  HOOVER                       ST,,"339,752","-1,182,871"
18,Southeast,1831,1,BURGLARY,42,F,B,12500 S  FIGUEROA                     ST,,"339,188","-118,283"
21,Topanga,2126,1,BURGLARY,35,M,X,8200    DE SOTO                      AV,,"342,188","-1,185,885"
15,N Hollywood,1543,1,BURGLARY,36,M,O,5200    CORTEEN                      PL,,"341,649","-118,402"
18,Southeast,1871,1,BURGLARY,0,X,X,14000 S  FIGUEROA                     ST,,"339,032","-1,182,827"
14,Pacific,1497,1,BURGLARY,34,M,B,5400 W  CENTURY                      BL,,"339,453","-1,183,747"
18,Southeast,1832,1,BURGLARY,0,X,X,10600 S  BROADWAY,,"339,401","-1,182,781"
21,Topanga,2148,1,BURGLARY,67,M,W,20100    GAULT                        ST,,"341,992","-1,185,716"
20,Olympic,2033,1,BURGLARY,0,X,X,700 S  HOBART                       BL,,"340,597","-1,183,053"
18,Southeast,1831,1,BURGLARY,0,X,X,500 W  121ST                        ST,,"339,225","-1,182,828"
17,Devonshire,1794,1,BURGLARY,59,M,O,18400    MALDEN                       ST,,"342,251","-1,185,333"
17,Devonshire,1766,1,BURGLARY,66,M,H,19200    HALSTED                      ST,,"342,446","-1,185,519"
20,Olympic,2001,1,BURGLARY,64,M,W,500 N  GOWER                        ST,,"34,079","-1,183,227"
21,Topanga,2136,1,BURGLARY,50,M,W,7200    CANOGA                       AV,,"34,201","-1,185,977"
17,Devonshire,1767,1,BURGLARY,0,X,X,9400    WILBUR                       AV,,"34,241","-1,185,448"
8,West LA,884,1,BURGLARY,52,M,W,2500    WESTWOOD                     BL,,"340,389","-1,184,274"
14,Pacific,1434,1,BURGLARY,28,M,W,12400    WOODGREEN                    ST,,"340,096","-1,184,388"
15,N Hollywood,1559,1,BURGLARY,56,M,W,4600 E  CAHUENGA                     BL,,"34,154","-1,183,615"
15,N Hollywood,1563,1,BURGLARY,75,F,W,4500    MORELLA                      AV,,"341,522","-118,39"
16,Foothill,1656,1,BURGLARY,59,M,B,10400    SUNLAND                      BL,,"342,598","-1,183,274"
15,N Hollywood,1548,1,BURGLARY,64,M,B,5200    CRANER                       AV,,"341,649","-1,183,692"
13,Newton,1331,1,BURGLARY,54,M,W,2800 S  MAIN                         ST,,"340,233","-1,182,697"
15,N Hollywood,1591,1,BURGLARY,68,M,W,3100    DONA MARIA                   DR,,"341,265","-1,183,874"
15,N Hollywood,1599,1,BURGLARY,52,F,W,6800    SUNNY,,"341,205","-1,183,432"
21,Topanga,2115,1,BURGLARY,35,M,X,8100    CANOGA                       AV,,"342,176","-1,186,017"
14,Pacific,1454,1,BURGLARY,46,M,O,12900    RUBENS                       AV,,"339,837","-1,184,303"
14,Pacific,1469,1,BURGLARY,53,M,B,6900    KNOWLTON                     PL,,"339,739","-1,183,713"
19,Mission,1935,1,BURGLARY,0,F,H,15200    BRAND                        BL,,"342,719","-1,184,592"
16,Foothill,1668,1,BURGLARY,45,M,O,7100    FOOTHILL                     BL,,"34,248","-1,182,859"
19,Mission,1935,1,BURGLARY,0,F,W,15200    BRAND                        BL,,"342,719","-1,184,592"
14,Pacific,1453,1,BURGLARY,31,F,W,4000    GLENCOE                      AV,,"339,918","-1,184,446"
21,Topanga,2183,1,BURGLARY,89,F,W,4800    DUNMAN                       AV,,"341,579","-1,186,256"
17,Devonshire,1762,1,BURGLARY,71,M,O,9600    DELCO                        AV,,"342,445","-1,185,788"
21,Topanga,2134,1,BURGLARY,35,M,X,22400    SHERMAN                      WY,,"34,201","-1,186,154"
21,Topanga,2146,1,BURGLARY,51,F,O,7000    TOPANGA CANYON               BL,,"341,974","-1,186,059"
19,Mission,1902,1,BURGLARY,0,X,X,13200    PHILLIPPI                    AV,,0,0
13,Newton,1344,1,BURGLARY,0,M,H,4200 S  CENTRAL                      AV,,"340,078","-1,182,636"
21,Topanga,2148,1,BURGLARY,35,M,X,20100    SHERMAN                      WY,,"34,201","-1,185,713"
18,Southeast,1822,1,BURGLARY,42,M,H,9400 S  MAIN                         ST,,"339,511","-1,182,739"
20,Olympic,2093,1,BURGLARY,30,F,B,1900 W  20TH                         ST,,"340,382","-1,183,003"
17,Devonshire,1762,1,BURGLARY,40,M,H,20500    LASSEN                       ST,,"34,25","-1,185,806"
20,Olympic,2033,1,BURGLARY,34,M,B,900 S  OXFORD                       AV,,"340,559","-1,183,078"
12,77th Street,1231,1,BURGLARY,40,M,H,3800 W  59TH                         PL,,"339,863","-1,183,399"
21,Topanga,2157,1,BURGLARY,49,M,H,20200    HAMLIN                       ST,,"341,907","-1,185,753"
12,77th Street,1256,1,BURGLARY,52,M,H,700 W  74TH                         ST,,"339,727","-1,182,846"
21,Topanga,2102,1,BURGLARY,61,F,W,8400    JASON                        AV,,"342,225","-1,186,363"
15,N Hollywood,1541,1,BURGLARY,0,M,O,4800    WHITSETT                     AV,,"341,638","-1,184,087"
14,Pacific,1445,1,BURGLARY,30,M,H,12700    VENICE                       BL,,"340,012","-1,184,385"
21,Topanga,2103,1,BURGLARY,38,M,O,8900    MEGAN                        AV,,"342,318","-1,186,066"
18,Southeast,1832,1,BURGLARY,48,M,H,200 E  106TH                        ST,,"339,402","-118,27"
12,77th Street,1256,1,BURGLARY,0,X,X,700 W  74TH                         ST,,"339,727","-1,182,846"
21,Topanga,2187,1,BURGLARY,62,F,W,5100    CATALON                      AV,,"341,629","-1,185,895"
16,Foothill,1643,1,BURGLARY,59,M,H,10200    TELFAIR                      AV,,"342,554","-1,184,169"
18,Southeast,1839,1,BURGLARY,44,M,B,10600    JUNIPER                      ST,,"339,397","-1,182,328"
14,Pacific,1463,1,BURGLARY,40,M,W,12600 W  JEFFERSON                    BL,,"339,788","-1,184,151"
20,Olympic,2014,1,BURGLARY,0,X,X,100 S  NORMANDIE                    AV,,"340,726","-1,183,029"
20,Olympic,2046,1,BURGLARY,0,X,X,3000 W  8TH                          ST,,"340,578","-1,182,923"
20,Olympic,2036,1,BURGLARY,0,X,X,8TH                          ST,BERENDO,"340,578","-1,182,941"
15,N Hollywood,1526,1,BURGLARY,0,M,W,6400    LANKERSHIM                   BL,,"341,867","-1,183,878"
18,Southeast,1851,1,BURGLARY,0,X,X,13000 S  VERMONT                      AV,,"33,914","-1,182,916"
20,Olympic,2033,1,BURGLARY,0,X,X,3500 W  8TH                          ST,,"340,577","-1,183,066"
14,Pacific,1402,1,BURGLARY,0,X,X,2900    SAWTELLE                     BL,,"340,279","-1,184,327"
19,Mission,1944,1,BURGLARY,36,F,H,11100    LAUREL CANYON                BL,,"342,717","-1,184,459"
13,Newton,1346,1,BURGLARY,55,F,B,1100 E  VERNON                       AV,,"34,006","-1,182,513"
13,Newton,1385,1,BURGLARY,0,X,X,SLAUSON                      BL,AVALON                       BL,"339,893","-1,182,652"
21,Topanga,2106,1,BURGLARY,50,M,W,21300    NORDHOFF                     ST,,"342,355","-1,185,953"
12,77th Street,1267,1,BURGLARY,28,F,H,8400 S  GRAND                        AV,,"339,624","-1,182,801"
21,Topanga,2189,1,BURGLARY,64,M,O,19900 W  VENTURA                      BL,,"341,721","-1,185,673"
10,West Valley,1041,1,BURGLARY,61,F,W,5800    CALVIN                       AV,,"341,758","-1,185,557"
14,Pacific,1469,1,BURGLARY,0,X,X,6800    LA TIJERA                    BL,,"339,771","-1,183,721"
14,Pacific,1409,1,BURGLARY,0,X,X,8900    ELLIS                        AV,,"340,288","-1,183,894"
17,Devonshire,1727,1,BURGLARY,36,M,O,19200    KENYA                        ST,,"342,714","-1,185,512"
17,Devonshire,1764,1,BURGLARY,0,X,X,19500    PRAIRIE                      ST,,"342,391","-118,558"
12,77th Street,1211,1,BURGLARY,0,X,X,5700    2ND                          AV,,"33,991","-1,183,193"
19,Mission,1951,1,BURGLARY,29,F,H,15500    BLACKHAWK                    ST,,"342,573","-1,184,707"
15,N Hollywood,1599,1,BURGLARY,24,M,W,7400    PYRAMID                      PL,,"341,223","-1,183,562"
15,N Hollywood,1527,1,BURGLARY,0,M,O,6300    VICLAND                      PL,,"341,852","-1,183,703"
15,N Hollywood,1549,1,BURGLARY,0,M,O,5500    CLEON                        AV,,"341,705","-1,183,686"
19,Mission,1913,1,BURGLARY,29,M,H,12900    WOODCOCK                     AV,,"343,043","-1,184,535"
14,Pacific,1445,1,BURGLARY,47,M,W,BARBARA                      ST,CENTINELA                    BL,"340,016","-1,184,319"
15,N Hollywood,1516,1,BURGLARY,0,M,W,11400    VANOWEN                      ST,,"34,194","-1,183,792"
6,Hollywood,632,1,BURGLARY,27,M,W,1400 N  KINGS                        RD,,"340,984","-1,183,745"
12,77th Street,1211,1,BURGLARY,45,F,W,5300    3RD                          AV,,"339,941","-1,183,203"
20,Olympic,2026,1,BURGLARY,58,F,H,400 S  NEW HAMPSHIRE                AV,,"340,674","-1,182,929"
20,Olympic,2031,1,BURGLARY,0,X,X,600 S  BRONSON                      AV,,"340,602","-1,183,187"
15,N Hollywood,1545,1,BURGLARY,37,M,W,5400    MORELLA                      AV,,"341,687","-118,39"
15,N Hollywood,1583,1,BURGLARY,0,M,O,4300    COLFAX                       AV,,"341,451","-1,183,875"
20,Olympic,2054,1,BURGLARY,39,M,O,2900 W  11TH                         ST,,"340,527","-1,183,021"
15,N Hollywood,1538,1,BURGLARY,0,M,O,5600    KLUMP                        AV,,"341,722","-1,183,752"
21,Topanga,2129,1,BURGLARY,52,F,W,19800    ROSCOE                       BL,,"342,203","-118,565"
13,Newton,1321,1,BURGLARY,0,X,X,1900 S  LOS ANGELES                  ST,,"340,304","-1,182,637"
14,Pacific,1449,1,BURGLARY,69,M,O,3800    MINERVA                      AV,,"340,099","-1,184,223"
2,Rampart,275,1,BURGLARY,52,M,W,1600 W  11TH                         ST,,"340,506","-1,182,769"
15,N Hollywood,1591,1,BURGLARY,0,M,W,12200 W  VENTURA                      BL,,"341,432","-1,183,986"
13,Newton,1395,1,BURGLARY,0,M,W,500 E  FLORENCE                     AV,,"339,784","-118,263"
13,Newton,1303,1,BURGLARY,0,M,H,700 E  12TH                         ST,,"340,337","-1,182,533"
17,Devonshire,1785,1,BURGLARY,0,X,X,8900    RESEDA                       BL,,"342,319","-1,185,361"
12,77th Street,1269,1,BURGLARY,34,M,H,800 E  84TH                         PL,,"33,962","-1,182,608"
12,77th Street,1203,1,BURGLARY,34,M,H,4900 S  GRAMERCY                     PL,,"33,999","-1,183,138"
15,N Hollywood,1509,1,BURGLARY,54,F,H,7300    CARTWRIGHT                   AV,,"34,203","-1,183,639"
14,Pacific,1469,1,BURGLARY,50,F,B,5500 W  CENTINELA                    AV,,"339,761","-1,183,726"
16,Foothill,1656,1,BURGLARY,0,M,O,10400    SCOVILLE                     AV,,"342,578","-118,314"
14,Pacific,1407,1,BURGLARY,0,X,X,3400    MOTOR                        AV,,"340,274","-1,184,093"
13,Newton,1317,1,BURGLARY,0,M,W,1400 S  ALAMEDA                      ST,,"340,245","-118,244"
20,Olympic,2069,1,BURGLARY,0,X,X,2200 W  PICO                         BL,,"340,499","-1,182,879"
15,N Hollywood,1539,1,BURGLARY,58,F,H,5600    AUCKLAND                     AV,,"341,722","-1,183,604"
13,Newton,1365,1,BURGLARY,32,M,B,1300 E  48TH                         ST,,"340,002","-1,182,521"
14,Pacific,1406,1,BURGLARY,0,X,X,10600    WASHINGTON                   BL,,"34,024","-118,409"
14,Pacific,1407,1,BURGLARY,56,M,W,3300    VINTON                       AV,,"340,283","-1,184,084"
16,Foothill,1645,1,BURGLARY,33,F,B,12300    OSBORNE                      ST,,"342,626","-1,184,094"
18,Southeast,1891,1,BURGLARY,30,F,H,16900 S  VERMONT                      AV,,"33,878","-1,182,911"
15,N Hollywood,1516,1,BURGLARY,52,F,H,6600    LEMP                         AV,,"341,903","-1,183,845"
13,Newton,1351,1,BURGLARY,28,M,H,300 W  41ST                         ST,,"340,093","-1,182,789"
15,N Hollywood,1595,1,BURGLARY,53,M,O,3700    REKLAW                       DR,,"341,382","-1,183,891"
18,Southeast,1826,1,BURGLARY,30,M,H,1500 E  CENTURY                      BL,,"339,456","-1,182,483"
17,Devonshire,1725,1,BURGLARY,84,F,W,10900    MELVIN                       AV,,"342,684","-1,185,601"
21,Topanga,2183,1,BURGLARY,28,M,O,5000    DUNMAN                       AV,,"341,617","-1,186,281"
15,N Hollywood,1545,1,BURGLARY,0,M,O,4900    LAUREL CANYON                BL,,"341,594","-1,183,965"
19,Mission,1984,1,BURGLARY,41,M,H,14800    ROSCOE                       BL,,"342,265","-1,184,565"
13,Newton,1331,1,BURGLARY,35,M,H,200 W  JEFFERSON                    BL,,"340,223","-1,182,719"
19,Mission,1918,1,BURGLARY,27,F,W,12900    DRONFIELD                    AV,,"343,048","-1,184,333"
14,Pacific,1433,1,BURGLARY,48,M,W,2200    LOUELLA                      AV,,"339,978","-1,184,494"
15,N Hollywood,1511,1,BURGLARY,31,M,O,7300    ETHEL                        AV,,"342,031","-1,184,182"
20,Olympic,2083,1,BURGLARY,47,M,K,1800 S  WESTERN                      AV,,"340,416","-118,309"
17,Devonshire,1795,1,BURGLARY,37,M,O,17200    RAYMER                       ST,,"342,243","-118,507"
20,Olympic,2034,1,BURGLARY,0,X,X,3500    WILSHIRE                     BL,,"340,617","-1,183,008"
15,N Hollywood,1559,1,BURGLARY,64,M,W,4800    ARCOLA                       AV,,"341,577","-118,355"
12,77th Street,1232,1,BURGLARY,0,X,X,5900    CRENSHAW                     BL,,"339,872","-1,183,308"
20,Olympic,2019,1,BURGLARY,0,X,X,100 N  HOOVER                       ST,,"340,728","-1,182,878"
19,Mission,1935,1,BURGLARY,42,F,W,15200 S  BRAND                        BL,,"342,752","-1,184,603"
16,Foothill,1675,1,BURGLARY,67,M,W,11000    PENROSE                      ST,,"342,298","-1,183,706"
20,Olympic,2076,1,BURGLARY,0,X,X,1800 S  VERMONT                      AV,,"340,436","-118,296"
15,N Hollywood,1562,1,BURGLARY,46,M,B,4400    COLDWATER CANYON             AV,,"341,504","-1,184,138"
14,Pacific,1465,1,BURGLARY,25,M,A,11900    BEATRICE                     ST,,"339,853","-1,184,062"
12,77th Street,1253,1,BURGLARY,0,X,X,2100 W  74TH                         ST,,"339,728","-1,183,155"
18,Southeast,1851,1,BURGLARY,0,X,X,13200 S  FIGUEROA                     ST,,"339,118","-1,182,827"
19,Mission,1962,1,BURGLARY,45,M,H,9600    LEMONA                       AV,,"342,447","-1,184,588"
16,Foothill,1653,1,BURGLARY,24,M,H,10200    SAN FERNANDO                 RD,,"342,557","-118,411"
12,77th Street,1245,1,BURGLARY,49,F,B,1100 W  66TH                         ST,,"339,791","-1,182,959"
12,77th Street,1268,1,BURGLARY,27,M,H,200 E  82ND                         ST,,"339,654","-1,182,717"
14,Pacific,1433,1,BURGLARY,0,X,X,1900    LINCOLN                      BL,,"339,959","-1,184,566"
11,Northeast,1113,1,BURGLARY,78,M,W,4900    COLLEGE VIEW                 AV,,"341,361","-1,182,202"
20,Olympic,2023,1,BURGLARY,0,X,X,400 S  KINGSLEY                     DR,,"340,654","-1,183,028"
13,Newton,1395,1,BURGLARY,36,M,H,6300 S  CENTRAL                      AV,,"339,784","-118,263"
21,Topanga,2187,1,BURGLARY,43,M,W,5100    MARMOL                       DR,,"341,628","-1,185,914"
19,Mission,1919,1,BURGLARY,58,M,W,12900    FOOTHILL                     BL,,"342,973","-118,409"
18,Southeast,1831,1,BURGLARY,92,M,B,600 W  127TH                        ST,,"339,184","-1,182,859"
13,Newton,1347,1,BURGLARY,0,M,W,1700 E  41ST                         ST,,"340,081","-1,182,428"
11,Northeast,1115,1,BURGLARY,0,X,X,2000    FAIR PARK                    AV,,"341,353","-118,211"
20,Olympic,2045,1,BURGLARY,48,M,O,800 S  NORMANDIE                    AV,,"340,559","-1,182,998"
14,Pacific,1441,1,BURGLARY,50,M,W,2700    PACIFIC                      AV,,"339,819","-1,184,675"
15,N Hollywood,1562,1,BURGLARY,39,F,O,12400    SARAH                        ST,,"34,154","-1,184,052"
17,Devonshire,1764,1,BURGLARY,38,M,W,9300    SHIRLEY                      AV,,"342,391","-118,558"
19,Mission,1917,1,BURGLARY,42,M,H,13900    ASTORIA                      ST,,"343,109","-1,184,396"
11,Northeast,1133,1,BURGLARY,64,M,B,2600    FLETCHER                     DR,,"341,092","-1,182,528"
20,Olympic,2019,1,BURGLARY,55,M,B,200 S  JUANITA                      AV,,"340,704","-1,182,898"
17,Devonshire,1714,1,BURGLARY,45,F,O,11700    KILLIMORE                    AV,,"342,864","-1,185,398"
21,Topanga,2105,1,BURGLARY,29,F,B,21500    ROSCOE                       BL,,"342,239","-1,186,017"
21,Topanga,2139,1,BURGLARY,35,M,X,19700    SHERMAN                      WY,,"342,011","-1,185,713"
17,Devonshire,1708,1,BURGLARY,60,M,W,16700    KNOLLWOOD                    DR,,"342,895","-1,184,945"
21,Topanga,2157,1,BURGLARY,41,F,H,21000    VANOWEN                      ST,,"341,938","-1,185,911"
13,Newton,1325,1,BURGLARY,54,M,B,3200 S  CENTRAL                      AV,,"340,139","-1,182,565"
15,N Hollywood,1535,1,BURGLARY,72,F,W,5700    TROOST                       AV,,"34,174","-1,183,866"
19,Mission,1983,1,BURGLARY,62,F,H,8500    COLUMBUS                     AV,,"342,246","-1,184,654"
13,Newton,1371,1,BURGLARY,32,F,H,300 W  57TH                         ST,,"339,906","-118,28"
21,Topanga,2189,1,BURGLARY,22,M,X,20700 W  VENTURA                      BL,,"34,167","-1,185,835"
20,Olympic,2074,1,BURGLARY,0,X,X,2000    VENICE                       BL,,"340,436","-1,183,018"
17,Devonshire,1785,1,BURGLARY,59,M,O,18100    RAYEN                        ST,,"342,319","-1,185,274"
15,N Hollywood,1526,1,BURGLARY,27,M,B,6200    BECK                         AV,,"34,183","-1,183,834"
19,Mission,1985,1,BURGLARY,29,M,H,14600    PARTHENIA                    ST,,"342,271","-1,184,503"
19,Mission,1951,1,BURGLARY,0,X,X,10300 N  SEPULVEDA                    BL,,"34,261","-1,184,698"
14,Pacific,1467,1,BURGLARY,32,M,X,5900    CENTER                       DR,,"339,751","-1,183,872"
21,Topanga,2107,1,BURGLARY,46,M,H,20900    ROSCOE                       BL,,"342,234","-1,185,932"
16,Foothill,1659,1,BURGLARY,61,M,W,6400    FOOTHILL                     BL,,"342,519","-1,182,713"
20,Olympic,2041,1,BURGLARY,73,M,A,800    5TH                          AV,,"340,543","-1,183,193"
13,Newton,1309,1,BURGLARY,0,M,H,1900 E  OLYMPIC                      BL,,"340,273","-1,182,379"
19,Mission,1908,1,BURGLARY,0,X,X,13300    HUBBARD                      ST,,"343,141","-1,184,229"
17,Devonshire,1785,1,BURGLARY,60,M,W,18800    RAYEN                        ST,,"342,319","-1,185,426"
17,Devonshire,1793,1,BURGLARY,59,M,W,8800    TAMPA                        AV,,"342,299","-1,185,535"
13,Newton,1383,1,BURGLARY,35,F,H,6200 S  SAN PEDRO                    ST,,"339,858","-1,182,739"
18,Southeast,1822,1,BURGLARY,61,F,B,9400 S  SPRING                       ST,,"339,492","-1,182,766"
21,Topanga,2157,1,BURGLARY,40,M,H,21200    KITTRIDGE                    ST,,"341,913","-1,185,942"
21,Topanga,2144,1,BURGLARY,49,M,W,22700    SYLVAN                       ST,,"341,846","-1,186,234"
21,Topanga,2126,1,BURGLARY,55,M,H,7900    DEERING                      AV,,"342,141","-1,185,952"
14,Pacific,1415,1,BURGLARY,83,F,H,900    VERNON                       AV,,"339,997","-1,184,645"
