AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,LOCATION,Cross Street,LAT,LON
2,Rampart,271,1,BURGLARY,0,M,W,2300    JAMES M WOOD                 BL,,"340,543","-1,182,809"
8,West LA,806,1,BURGLARY,60,M,W,600    NIMES                        RD,,"340,867","-1,184,385"
8,West LA,835,1,BURGLARY,0,X,X,10800 W  OLYMPIC                      BL,,"340,462","-1,184,361"
7,Wilshire,722,1,BURGLARY,0,M,O,8400 W  3RD                          ST,,"34,073","-1,183,731"
5,Harbor,524,1,BURGLARY,60,M,B,1000 W  D                            ST,,"337,735","-1,182,749"
1,Central,111,1,BURGLARY,48,M,C,500    BERNARD                      ST,,"340,671","-1,182,366"
8,West LA,854,1,BURGLARY,54,M,W,1500    PONTIUS                      AV,,"340,488","-1,184,461"
7,Wilshire,785,1,BURGLARY,41,F,B,2000 S  LONGWOOD                     AV,,"34,039","-1,183,458"
7,Wilshire,759,1,BURGLARY,37,M,W,4100 W  PICO                         BL,,"340,495","-1,183,215"
11,Northeast,1102,1,BURGLARY,0,X,X,3200    LOS FELIZ                    BL,,"341,367","-1,182,713"
2,Rampart,219,1,BURGLARY,51,M,W,800 E  KENSINGTON                   RD,,"340,706","-1,182,526"
11,Northeast,1123,1,BURGLARY,0,X,X,3400    GLENDALE                     BL,,"341,158","-1,182,634"
9,Van Nuys,926,1,BURGLARY,27,F,W,14300    VICTORY                      BL,,"341,903","-1,184,399"
8,West LA,826,1,BURGLARY,77,M,W,400 S  BUNDY                        DR,,"340,557","-1,184,759"
2,Rampart,247,1,BURGLARY,42,M,H,400 S  BONNIE BRAE                  ST,,"340,611","-1,182,707"
8,West LA,823,1,BURGLARY,0,X,X,15200    DE PAUW                      ST,,"340,364","-1,185,254"
6,Hollywood,625,1,BURGLARY,64,M,W,7000    LA PRESA                     DR,,"341,087","-1,183,414"
8,West LA,831,1,BURGLARY,80,M,W,12900 W  BRENTWOOD                    TR,,"340,475","-118,486"
6,Hollywood,646,1,BURGLARY,0,X,X,6500 W  HOLLYWOOD                    BL,,"341,016","-1,183,317"
8,West LA,885,1,BURGLARY,68,M,W,3000    MANNING                      AV,,"340,357","-1,184,141"
6,Hollywood,667,1,BURGLARY,0,X,X,1400    TAMARIND                     AV,,"340,963","-118,319"
9,Van Nuys,991,1,BURGLARY,31,F,O,4200    WOODCLIFF                    RD,,"341,467","-1,184,674"
6,Hollywood,646,1,BURGLARY,42,M,H,1500 N  CAHUENGA                     BL,,"34,098","-1,183,295"
8,West LA,847,1,BURGLARY,0,X,X,2200 S  BEVERLY GLEN                 BL,,"340,504","-1,184,206"
1,Central,182,1,BURGLARY,38,M,W,1000 S  OLIVE                        ST,,"340,423","-1,182,595"
7,Wilshire,763,1,BURGLARY,43,M,W,1600 S  CURSON                       AV,,"340,443","-1,183,617"
4,Hollenbeck,477,1,BURGLARY,0,M,W,900 S  SOTO                         ST,,"340,344","-1,182,157"
6,Hollywood,647,1,BURGLARY,56,M,W,1600    VINE                         ST,,"340,998","-1,183,267"
8,West LA,884,1,BURGLARY,36,M,W,2200    CAMDEN                       AV,,"340,412","-1,184,362"
2,Rampart,211,1,BURGLARY,0,X,X,600 N  HELIOTROPE                   DR,,"340,812","-1,182,953"
7,Wilshire,723,1,BURGLARY,38,M,W,100 N  LA JOLLA                     AV,,"340,743","-1,183,679"
10,West Valley,1006,1,BURGLARY,43,F,B,17400    STAGG                        ST,,"342,121","-1,185,143"
11,Northeast,1136,1,BURGLARY,44,F,H,3800    VERDUGO                      RD,,"341,201","-1,182,289"
7,Wilshire,734,1,BURGLARY,19,M,O,5800 W  3RD                          ST,,"340,692","-1,183,473"
9,Van Nuys,926,1,BURGLARY,30,M,B,6400    VAN NUYS                     BL,,"341,867","-1,184,487"
7,Wilshire,759,1,BURGLARY,56,F,A,4000 W  PICO                         BL,,"340,495","-1,183,215"
7,Wilshire,789,1,BURGLARY,19,M,O,2100    ARLINGTON                    AV,,"340,379","-118,323"
8,West LA,851,1,BURGLARY,33,F,W,1500 S  BUNDY                        DR,,"340,402","-1,184,629"
1,Central,161,1,BURGLARY,0,M,H,800 S  FIGUEROA                     ST,,"340,483","-1,182,631"
3,Southwest,328,1,BURGLARY,21,M,W,700 W  28TH                         ST,,"340,264","-118,278"
5,Harbor,558,1,BURGLARY,72,M,H,400 N  PACIFIC                      AV,,"33,746","-1,182,879"
6,Hollywood,639,1,BURGLARY,0,X,X,WINONA                       BL,HOLLYWOOD                    BL,"341,018","-118,302"
6,Hollywood,622,1,BURGLARY,38,F,O,1900    LAUREL CANYON                BL,,"341,059","-1,183,668"
7,Wilshire,722,1,BURGLARY,29,F,W,100 N  ORLANDO                      AV,,"340,745","-1,183,732"
4,Hollenbeck,416,1,BURGLARY,22,M,H,2600    THOMAS                       ST,,"340,764","-1,182,054"
9,Van Nuys,923,1,BURGLARY,44,M,A,6400 N  SEPULVEDA                    BL,,"341,867","-1,184,662"
9,Van Nuys,943,1,BURGLARY,40,M,W,5500    CALHOUN                      AV,,"341,703","-1,184,422"
7,Wilshire,774,1,BURGLARY,40,F,H,5000 W  WASHINGTON                   BL,,"340,431","-1,183,482"
8,West LA,826,1,BURGLARY,71,F,W,100 S  KENTER                       AV,,"34,058","-1,184,778"
5,Harbor,551,1,BURGLARY,64,M,H,900 W  UPLAND                       AV,,"33,75","-1,182,967"
7,Wilshire,701,1,BURGLARY,0,F,O,800 N  LA CIENEGA                   BL,,"340,853","-1,183,765"
9,Van Nuys,946,1,BURGLARY,95,F,W,5900    CANTALOUPE                   AV,,"341,776","-1,184,345"
2,Rampart,279,1,BURGLARY,38,F,B,1400 W  11TH                         ST,,"340,481","-1,182,712"
8,West LA,847,1,BURGLARY,51,M,O,10500 W  PICO                         BL,,"340,473","-1,184,206"
1,Central,162,1,BURGLARY,54,M,O,800 S  FLOWER                       ST,,"340,473","-1,182,601"
8,West LA,837,1,BURGLARY,28,M,O,500    GAYLEY                       AV,,"340,678","-1,184,512"
10,West Valley,1001,1,BURGLARY,0,M,W,8200    TAMPA                        AV,,"342,192","-1,185,535"
8,West LA,811,1,BURGLARY,74,M,W,800    LACHMAN                      LN,,"340,499","-1,185,456"
9,Van Nuys,933,1,BURGLARY,51,F,H,14500    FRIAR                        ST,,"341,857","-1,184,494"
2,Rampart,218,1,BURGLARY,34,F,W,1000 N  WEST KENSINGTON              RD,,"340,735","-1,182,572"
7,Wilshire,762,1,BURGLARY,84,F,W,6100    PICKFORD                     ST,,"340,488","-1,183,749"
2,Rampart,269,1,BURGLARY,19,X,X,800    GREEN                        AV,,"340,518","-118,271"
5,Harbor,506,1,BURGLARY,0,X,X,1500 W  CARSON                       ST,,"338,315","-1,183,044"
7,Wilshire,782,1,BURGLARY,52,F,B,6000    VENICE                       BL,,"340,374","-118,374"
9,Van Nuys,969,1,BURGLARY,50,M,H,12600 W  RIVERSIDE                    DR,,"341,576","-1,184,062"
5,Harbor,551,1,BURGLARY,52,F,H,1200 W  SUMMERLAND                   AV,,"33,747","-1,183,037"
11,Northeast,1105,1,BURGLARY,0,X,X,2200    COLORADO                     BL,,"341,442","-118,218"
3,Southwest,321,1,BURGLARY,19,X,X,3500 S  LA CIENEGA                   BL,,"340,237","-1,183,722"
9,Van Nuys,904,1,BURGLARY,30,F,H,7900 N  SEPULVEDA                    BL,,"342,141","-1,184,662"
9,Van Nuys,926,1,BURGLARY,30,M,W,14300    GILMORE                      ST,,"341,877","-1,184,444"
8,West LA,859,1,BURGLARY,29,M,W,1500 S  BEDFORD                      ST,,"34,05","-1,183,811"
2,Rampart,266,1,BURGLARY,29,M,W,1600 W  7TH                          ST,,"340,539","-1,182,712"
7,Wilshire,701,1,BURGLARY,19,M,O,8100 W  MELROSE                      AV,,"340,838","-1,183,659"
9,Van Nuys,926,1,BURGLARY,64,M,O,6600    VAN NUYS                     BL,,"341,907","-1,184,487"
11,Northeast,1163,1,BURGLARY,64,F,H,4700    FOUNTAIN                     AV,,"340,955","-1,182,922"
10,West Valley,1021,1,BURGLARY,53,F,B,19600    SHERMAN                      WY,,"34,201","-1,185,605"
6,Hollywood,636,1,BURGLARY,0,X,X,6600 W  HOLLYWOOD                    BL,,"341,034","-1,183,325"
10,West Valley,1037,1,BURGLARY,0,M,W,6700    LOUISE                       AV,,"341,921","-1,185,099"
8,West LA,859,1,BURGLARY,37,M,W,1600 S  BEDFORD                      ST,,"340,485","-1,183,814"
2,Rampart,249,1,BURGLARY,0,X,X,300    LUCAS                        AV,,"340,583","-1,182,616"
6,Hollywood,647,1,BURGLARY,0,X,X,1600    VINE                         ST,,"340,998","-1,183,267"
10,West Valley,1045,1,BURGLARY,81,F,W,5600    LINDLEY                      AV,,"341,723","-1,185,273"
6,Hollywood,663,1,BURGLARY,41,M,W,1200 N  MCCADDEN                     PL,,"340,907","-1,183,384"
9,Van Nuys,966,1,BURGLARY,62,F,W,13300 W  RIVERSIDE                    DR,,"341,576","-1,184,231"
8,West LA,835,1,BURGLARY,57,M,W,1800    GREENFIELD                   AV,,"340,484","-1,184,411"
8,West LA,884,1,BURGLARY,34,F,O,10700    ASHBY                        AV,,"34,038","-1,184,223"
9,Van Nuys,926,1,BURGLARY,48,F,O,14400    GILMORE                      ST,,"341,877","-1,184,465"
11,Northeast,1184,1,BURGLARY,75,M,W,1600    SARGENT                      PL,,"340,803","-1,182,523"
1,Central,111,1,BURGLARY,0,X,X,200    ORD                          ST,,"340,599","-1,182,379"
8,West LA,817,1,BURGLARY,0,X,X,10900    WILSHIRE                     BL,,"340,617","-1,184,446"
3,Southwest,363,1,BURGLARY,66,F,B,4000    BUCKINGHAM                   RD,,"340,148","-1,183,417"
1,Central,153,1,BURGLARY,37,M,O,500 S  BROADWAY,,"340,474","-1,182,513"
4,Hollenbeck,473,1,BURGLARY,26,F,A,600 S  BREED                        ST,,"340,381","-118,215"
6,Hollywood,639,1,BURGLARY,0,X,X,5100    HOLLYWOOD                    BL,,"341,036","-1,183,049"
2,Rampart,256,1,BURGLARY,0,X,X,1900 W  7TH                          ST,,"340,565","-1,182,724"
7,Wilshire,721,1,BURGLARY,33,F,W,300 S  SWALL                        DR,,"340,728","-1,183,858"
2,Rampart,256,1,BURGLARY,0,X,X,600 S  BONNIE BRAE                  ST,,"340,574","-1,182,733"
8,West LA,885,1,BURGLARY,51,M,A,10200    MONTE MAR                    DR,,"340,423","-118,407"
9,Van Nuys,941,1,BURGLARY,32,M,H,15000    OXNARD                       ST,,"341,794","-1,184,596"
7,Wilshire,743,1,BURGLARY,49,M,W,700 S  OGDEN                        DR,,"340,627","-1,183,593"
6,Hollywood,647,1,BURGLARY,0,X,X,1500 N  GORDON                       ST,,"340,981","-1,183,197"
7,Wilshire,723,1,BURGLARY,45,F,O,7900 W  3RD                          ST,,"340,719","-1,183,635"
10,West Valley,1065,1,BURGLARY,0,M,O,17800    VENTURA                      BL,,"341,675","-1,185,226"
10,West Valley,1035,1,BURGLARY,51,M,H,18200    WELBY                        WY,,"34,193","-1,185,299"
2,Rampart,201,1,BURGLARY,67,F,A,900 N  EDGEMONT                     ST,,"34,088","-118,296"
6,Hollywood,637,1,BURGLARY,50,M,W,1800    VINE                         ST,,"341,038","-1,183,267"
1,Central,157,1,BURGLARY,24,M,O,800 E  7TH                          ST,,"340,416","-118,244"
8,West LA,829,1,BURGLARY,33,M,O,1300 S  BEVERLY GLEN                 BL,,"340,633","-1,184,265"
3,Southwest,396,1,BURGLARY,16,F,H,4200    MENLO                        AV,,"340,074","-118,29"
11,Northeast,1132,1,BURGLARY,49,F,W,2800 W  HERKIMER                     ST,,"341,083","-118,268"
7,Wilshire,717,1,BURGLARY,54,M,W,300 N  LAS PALMAS                   AV,,"340,762","-118,336"
7,Wilshire,722,1,BURGLARY,32,M,H,8400    BEVERLY                      BL,,"340,761","-1,183,731"
10,West Valley,1006,1,BURGLARY,38,F,W,17500    STRATHERN                    ST,,"342,157","-1,185,143"
6,Hollywood,677,1,BURGLARY,92,M,W,5100    MARATHON                     ST,,"340,849","-1,183,091"
8,West LA,855,1,BURGLARY,0,X,X,1600    GREENFIELD                   AV,,"34,049","-1,184,417"
4,Hollenbeck,466,1,BURGLARY,36,M,H,300 N  FICKETT                      ST,,"340,442","-1,182,063"
8,West LA,806,1,BURGLARY,29,M,W,400    SAINT CLOUD                  RD,,"340,854","-118,438"
5,Harbor,521,1,BURGLARY,59,M,W,1200 N  GAFFEY                       ST,,"337,547","-1,182,923"
11,Northeast,1152,1,BURGLARY,0,X,X,4500 W  HOLLYWOOD                    BL,,"340,993","-1,182,837"
7,Wilshire,752,1,BURGLARY,42,F,W,1100 S  CRESCENT HEIGHTS             BL,,"340,544","-1,183,712"
8,West LA,835,1,BURGLARY,74,M,O,1800    VETERAN                      AV,,"340,484","-1,184,396"
10,West Valley,1033,1,BURGLARY,0,M,W,6100    RESEDA                       BL,,"341,847","-1,185,441"
5,Harbor,514,1,BURGLARY,25,M,W,1200 W  PACIFIC COAST                HY,,"337,904","-118,278"
9,Van Nuys,905,1,BURGLARY,47,F,H,7300    VAN NUYS                     BL,,"342,048","-1,184,531"
7,Wilshire,752,1,BURGLARY,0,M,O,1200 S  LA CIENEGA                   BL,,"340,554","-1,183,762"
1,Central,163,1,BURGLARY,37,M,W,800 S  BROADWAY,,"340,438","-1,182,547"
8,West LA,859,1,BURGLARY,42,M,W,1700 S  WOOSTER                      ST,,"340,461","-1,183,841"
9,Van Nuys,961,1,BURGLARY,34,F,O,15000    VALLEYHEART                  DR,,"341,605","-1,184,607"
11,Northeast,1132,1,BURGLARY,30,F,W,2900    WAVERLY                      DR,,"341,094","-1,182,653"
10,West Valley,1078,1,BURGLARY,38,M,W,4800    HAYVENHURST                  AV,,"341,576","-1,184,923"
3,Southwest,361,1,BURGLARY,72,F,B,4900    LINSCOTT                     PL,,"340,191","-1,183,507"
10,West Valley,1078,1,BURGLARY,27,M,W,4900    RUBIO                        AV,,"341,598","-1,184,945"
1,Central,185,1,BURGLARY,0,X,X,1100 S  SANTEE                       ST,,"340,363","-1,182,573"
8,West LA,832,1,BURGLARY,0,X,X,11800    SAN VICENTE                  BL,,"340,528","-1,184,692"
1,Central,166,1,BURGLARY,54,M,H,500 E  7TH                          ST,,"340,421","-1,182,469"
7,Wilshire,701,1,BURGLARY,19,M,B,700 N  LA CIENEGA                   BL,,"340,839","-1,183,765"
8,West LA,847,1,BURGLARY,56,M,W,10300    ALMAYO                       AV,,"340,481","-118,416"
11,Northeast,1151,1,BURGLARY,65,F,O,1600 N  NORMANDIE                    AV,,"341,004","-1,183,005"
4,Hollenbeck,438,1,BURGLARY,51,F,H,5500    ALLAN                        ST,,"340,811","-1,181,624"
7,Wilshire,749,1,BURGLARY,48,M,W,700 S  WINDSOR                      BL,,"340,598","-1,183,225"
9,Van Nuys,943,1,BURGLARY,30,M,H,5600    VAN NUYS                     BL,,"341,747","-1,184,442"
9,Van Nuys,981,1,BURGLARY,41,M,W,15000 W  VENTURA                      BL,,"341,527","-1,184,596"
5,Harbor,514,1,BURGLARY,61,M,O,1400 W  CRUCES                       ST,,"337,917","-1,182,788"
10,West Valley,1011,1,BURGLARY,84,F,A,19000    SHERMAN                      WY,,"342,047","-1,185,531"
8,West LA,855,1,BURGLARY,74,F,O,1400 S  BENTLEY                      AV,,"340,509","-1,184,459"
4,Hollenbeck,438,1,BURGLARY,24,M,H,5200    ALHAMBRA                     AV,,"340,736","-1,181,724"
4,Hollenbeck,462,1,BURGLARY,39,F,H,600 S  BOYLE                        AV,,"340,386","-1,182,201"
8,West LA,859,1,BURGLARY,58,M,O,1600 S  HOLT                         AV,,"340,496","-1,183,791"
7,Wilshire,702,1,BURGLARY,0,X,X,MELROSE,GARDNER,"340,837","-1,183,533"
11,Northeast,1141,1,BURGLARY,44,M,O,2300    CHISLEHURST                  DR,,"341,116","-1,182,991"
7,Wilshire,765,1,BURGLARY,49,F,W,1200 S  HIGHLAND                     AV,,"340,515","-1,183,421"
11,Northeast,1128,1,BURGLARY,52,F,W,6200    ST ALBANS                    ST,,"341,225","-1,181,818"
11,Northeast,1149,1,BURGLARY,37,F,W,200 N  AVENUE 55,,"341,094","-1,181,963"
10,West Valley,1079,1,BURGLARY,32,F,W,5000    DENSMORE                     AV,,"341,605","-1,184,771"
10,West Valley,1006,1,BURGLARY,0,M,W,8200    WHITE OAK                    AV,,"342,193","-1,185,186"
1,Central,163,1,BURGLARY,35,M,W,200 W  8TH                          ST,,"340,431","-1,182,536"
1,Central,119,1,BURGLARY,0,X,X,00    GATEWAY PLAZA                DR,,"340,551","-1,182,323"
6,Hollywood,645,1,BURGLARY,0,X,X,6800 W  SUNSET                       BL,,"34,098","-1,183,387"
4,Hollenbeck,402,1,BURGLARY,24,F,H,500 E  AVENUE 43,,"34,092","-118,204"
1,Central,154,1,BURGLARY,0,X,X,500 S  SPRING                       ST,,"340,474","-1,182,496"
9,Van Nuys,989,1,BURGLARY,35,F,H,13500    VENTURA                      BL,,"341,473","-1,184,271"
5,Harbor,505,1,BURGLARY,0,M,O,19700    MAGELLAN                     DR,,"33,852","-118,293"
11,Northeast,1127,1,BURGLARY,87,F,W,1100 N  AVE 56,,"34,12","-1,181,893"
6,Hollywood,649,1,BURGLARY,0,X,X,5100 W  SUNSET                       BL,,"340,999","-1,183,038"
2,Rampart,237,1,BURGLARY,31,F,B,200    WITMER                       ST,,"34,061","-1,182,615"
7,Wilshire,729,1,BURGLARY,71,M,W,100 N  ARDEN                        BL,,"34,073","-118,326"
8,West LA,884,1,BURGLARY,0,X,X,2300    WESTWOOD                     BL,,"340,424","-1,184,305"
9,Van Nuys,989,1,BURGLARY,31,F,W,13700    VENTURA                      BL,,"34,148","-1,184,312"
11,Northeast,1158,1,BURGLARY,80,F,W,400    MOUNT WASHINGTON             DR,,"340,951","-1,182,171"
5,Harbor,566,1,BURGLARY,21,M,H,300 W  11TH                         ST,,"337,342","-118,284"
9,Van Nuys,923,1,BURGLARY,44,F,W,14800    GILMORE                      ST,,"341,876","-1,184,555"
9,Van Nuys,914,1,BURGLARY,33,F,B,15000    SHERMAN                      WY,,"342,011","-1,184,605"
10,West Valley,1063,1,BURGLARY,0,M,W,18500    BURBANK                      BL,,"341,724","-118,536"
7,Wilshire,734,1,BURGLARY,58,M,H,400 S  FAIRFAX                      AV,,"340,696","-1,183,614"
6,Hollywood,668,1,BURGLARY,0,X,X,1300 N  WILTON                       PL,,"340,947","-1,183,136"
2,Rampart,245,1,BURGLARY,0,X,X,2400 W  6TH                          ST,,"340,612","-1,182,785"
6,Hollywood,636,1,BURGLARY,34,F,B,1800    WHITLEY                      AV,,"341,035","-1,183,334"
6,Hollywood,639,1,BURGLARY,0,X,X,FOUNTAIN,NORMANDIE,"341,036","-1,183,049"
8,West LA,881,1,BURGLARY,0,X,X,11600 W  PICO                         BL,,"340,341","-1,184,525"
8,West LA,849,1,BURGLARY,30,F,W,800 S  WOOSTER                      ST,,"340,609","-1,183,824"
1,Central,158,1,BURGLARY,0,X,X,5TH,ALAMEDA,"340,395","-1,182,405"
8,West LA,849,1,BURGLARY,54,M,W,900 S  BEDFORD                      ST,,"340,594","-1,183,804"
1,Central,155,1,BURGLARY,45,M,O,500    MAPLE                        AV,,"34,045","-1,182,469"
11,Northeast,1172,1,BURGLARY,30,M,W,1600    ALLESANDRO                   ST,,"34,084","-1,182,611"
4,Hollenbeck,461,1,BURGLARY,0,M,W,300 S  CLARENCE                     ST,,"340,451","-118,224"
10,West Valley,1025,1,BURGLARY,0,M,W,6800    WHITE OAK                    AV,,"341,975","-1,185,273"
8,West LA,898,1,BURGLARY,0,F,W,2800 S  BEDFORD                      ST,,"340,346","-1,183,857"
8,West LA,839,1,BURGLARY,0,X,X,1800    CENTURY PARK,,"340,591","-1,184,213"
1,Central,159,1,BURGLARY,33,M,O,1300 E  6TH                          ST,,"340,382","-1,182,356"
10,West Valley,1004,1,BURGLARY,63,F,W,8100    CANBY                        AV,,"342,177","-1,185,344"
2,Rampart,204,1,BURGLARY,31,M,O,1000    HYPERION                     AV,,"34,09","-1,182,807"
2,Rampart,269,1,BURGLARY,26,F,H,700    WITMER                       ST,,"340,524","-1,182,678"
9,Van Nuys,932,1,BURGLARY,39,M,H,14700    SYLVAN                       ST,,"341,846","-1,184,531"
11,Northeast,1105,1,BURGLARY,0,X,X,2700    COLORADO                     BL,,"341,442","-118,218"
7,Wilshire,738,1,BURGLARY,26,M,H,600 S  MC CADDEN                    PL,,"340,649","-1,183,372"
6,Hollywood,643,1,BURGLARY,0,X,X,1700 N  LA BREA                      AV,,"341,007","-1,183,494"
2,Rampart,271,1,BURGLARY,0,F,A,900 S  ALVARADO                     ST,,"340,529","-1,182,819"
7,Wilshire,777,1,BURGLARY,57,M,W,1600 S  VICTORIA                     AV,,"340,425","-118,331"
4,Hollenbeck,497,1,BURGLARY,0,X,X,3200 E  OLYMPIC                      BL,,"340,198","-1,182,097"
